                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 1.5048,                 1.0491,                 1.2134,                0.75033,                      1,                 0.9525,                0.57619,                 1.3225,                0.91562,                 1.1314,              0.0010688,              0.0010688,              0.0010688
                    148,                  1.534,                 1.0549,                 1.2225,                0.68481,                0.85714,                0.85545,                0.58387,                 1.1634,                 1.0009,                  1.098,              0.0010646,              0.0010646,              0.0010646
                    149,                   1.58,                0.97501,                 1.2425,                0.75577,                0.82548,                0.88154,                0.57565,                 1.2608,                0.97483,                 1.1228,              0.0010605,              0.0010605,              0.0010605
                    150,                 1.4794,                0.97468,                  1.202,                0.92019,                0.92857,                0.93797,                0.55962,                 1.4112,                0.85281,                 1.1791,              0.0010564,              0.0010564,              0.0010564
                    151,                  1.505,                 1.0036,                  1.192,                0.98662,                0.98779,                  0.995,                0.57239,                 1.5249,                0.87146,                 1.2052,              0.0010523,              0.0010523,              0.0010523
                    152,                 1.5196,                   1.02,                 1.1949,                0.98378,                0.99942,                  0.995,                 0.6465,                  1.232,                0.79235,                 1.1109,              0.0010481,              0.0010481,              0.0010481
                    153,                 1.5212,                 1.0063,                  1.278,                0.91168,                0.92857,                0.93878,                 0.6712,                 1.1909,                0.78515,                 1.1011,               0.001044,               0.001044,               0.001044
                    154,                 1.5056,                0.98729,                 1.1985,                  0.912,                0.92857,                0.93878,                0.63765,                 1.3229,                0.80724,                 1.1337,              0.0010399,              0.0010399,              0.0010399
                    155,                 1.5166,                0.95108,                 1.2245,                0.97594,                0.92426,                0.93878,                0.64008,                 1.2195,                0.77118,                 1.0991,              0.0010357,              0.0010357,              0.0010357
                    156,                 1.4577,                0.89895,                 1.1952,                 0.8959,                0.80599,                0.98625,                0.62295,                 1.3168,                0.91142,                 1.1324,              0.0010316,              0.0010316,              0.0010316
                    157,                 1.4976,                 1.0077,                 1.2439,                 0.7807,                0.76648,                0.91056,                0.54428,                 1.2735,                 1.0792,                 1.1202,              0.0010275,              0.0010275,              0.0010275
                    158,                 1.5704,                 1.0057,                 1.2442,                0.98423,                0.96922,                  0.995,                0.67889,                 1.1771,                0.78522,                 1.0876,              0.0010234,              0.0010234,              0.0010234
                    159,                 1.4492,                0.94509,                 1.2093,                0.95083,                0.80357,                0.90959,                0.60297,                  1.222,                 0.8176,                 1.1045,              0.0010192,              0.0010192,              0.0010192
                    160,                 1.4202,                 1.0094,                 1.2102,                0.74802,                0.92168,                0.88292,                0.59281,                 1.1991,                 0.8475,                 1.0986,              0.0010151,              0.0010151,              0.0010151
                    161,                 1.4046,                0.96146,                 1.1878,                0.87322,                0.77507,                0.84583,                0.60454,                 1.2175,                 1.0061,                 1.1086,               0.001011,               0.001011,               0.001011
                    162,                 1.4522,                0.92784,                 1.1779,                0.58325,                0.92857,                0.81155,                0.53137,                 1.3371,                 1.4398,                 1.1747,              0.0010069,              0.0010069,              0.0010069
                    163,                 1.5804,                 1.0125,                 1.2141,                0.69466,                0.93637,                0.91875,                0.59192,                 1.3132,                  1.135,                 1.1811,              0.0010027,              0.0010027,              0.0010027
                    164,                 1.4553,                 0.8981,                 1.1802,                0.91431,                0.92857,                0.98625,                0.67025,                 1.2861,                0.82932,                 1.1795,             0.00099862,             0.00099862,             0.00099862
                    165,                  1.469,                0.98433,                 1.1958,                0.93263,                0.98536,                  0.995,                0.69232,                 1.2104,                0.76557,                 1.1564,             0.00099449,             0.00099449,             0.00099449
                    166,                 1.4531,                0.92902,                 1.1842,                0.80999,                0.88024,                 0.8755,                0.61451,                 1.2296,                0.86757,                 1.1237,             0.00099036,             0.00099036,             0.00099036
                    167,                 1.4425,                0.93544,                 1.1473,                0.81499,                0.85276,                0.76569,                0.50211,                 1.2709,                   1.05,                 1.1285,             0.00098624,             0.00098624,             0.00098624
                    168,                 1.4373,                0.95291,                 1.1687,                0.89739,                0.85952,                0.93625,                0.56849,                  1.221,                 1.0481,                 1.1224,             0.00098211,             0.00098211,             0.00098211
                    169,                 1.4007,                0.94664,                 1.1679,                0.86539,                0.87911,                0.96125,                0.62589,                 1.2545,                 1.0152,                 1.1315,             0.00097799,             0.00097799,             0.00097799
                    170,                 1.4536,                0.96558,                  1.187,                0.84429,                0.98823,                  0.995,                0.70122,                 1.2102,                 0.8541,                 1.1115,             0.00097386,             0.00097386,             0.00097386
                    171,                 1.3805,                0.96523,                 1.1698,                0.70472,                0.92857,                0.91266,                0.66615,                 1.1706,                0.87025,                 1.0948,             0.00096974,             0.00096974,             0.00096974
                    172,                 1.4779,                0.95396,                 1.2248,                0.73362,                0.92857,                0.91004,                0.65573,                 1.1715,                0.86512,                 1.1011,             0.00096561,             0.00096561,             0.00096561
                    173,                 1.4356,                0.97157,                  1.213,                0.85671,                0.91092,                0.90807,                0.63844,                 1.1757,                0.81785,                 1.1038,             0.00096148,             0.00096148,             0.00096148
                    174,                 1.4152,                 0.9009,                  1.194,                0.91357,                0.92857,                0.92419,                0.65042,                 1.1746,                0.75008,                 1.0925,             0.00095736,             0.00095736,             0.00095736
                    175,                 1.3822,                0.93015,                  1.177,                0.90666,                0.92857,                0.92725,                 0.6188,                 1.1888,                0.72012,                 1.0895,             0.00095323,             0.00095323,             0.00095323
                    176,                 1.4981,                0.97576,                 1.2161,                 0.9119,                0.92857,                0.93075,                0.64687,                 1.1962,                0.72954,                  1.108,             0.00094911,             0.00094911,             0.00094911
                    177,                 1.4289,                0.95189,                 1.1819,                0.91809,                0.92857,                0.93075,                0.65401,                 1.1796,                0.74086,                 1.1039,             0.00094498,             0.00094498,             0.00094498
                    178,                 1.4302,                0.92987,                 1.1858,                0.83008,                0.87742,                 0.9155,                0.57164,                 1.3466,                0.87998,                 1.1732,             0.00094085,             0.00094085,             0.00094085
                    179,                 1.4748,                0.97707,                  1.205,                0.72963,                0.92857,                0.87558,                0.51577,                 1.4458,                0.93072,                 1.2216,             0.00093673,             0.00093673,             0.00093673
                    180,                 1.4979,                0.95768,                  1.176,                0.95225,                0.81662,                0.94143,                 0.6144,                 1.2902,                0.88649,                 1.1438,              0.0009326,              0.0009326,              0.0009326
                    181,                 1.3837,                0.93999,                 1.1848,                0.96165,                0.85998,                   0.97,                0.66281,                 1.2269,                0.80625,                 1.1168,             0.00092848,             0.00092848,             0.00092848
                    182,                 1.3647,                0.92997,                 1.1718,                0.97522,                      1,                  0.995,                0.70996,                  1.065,                0.68577,                 1.0667,             0.00092435,             0.00092435,             0.00092435
                    183,                 1.3836,                0.88223,                 1.1784,                0.98468,                      1,                  0.995,                0.68935,                 1.1802,                0.67499,                 1.0805,             0.00092023,             0.00092023,             0.00092023
                    184,                  1.383,                0.95743,                 1.1895,                0.98265,                0.98877,                  0.995,                0.66919,                 1.2977,                0.72781,                 1.1062,              0.0009161,              0.0009161,              0.0009161
                    185,                 1.4862,                0.95752,                 1.1852,                 0.9905,                0.99858,                  0.995,                0.68975,                 1.2754,                0.71497,                 1.0948,             0.00091197,             0.00091197,             0.00091197
                    186,                 1.3827,                 1.0219,                 1.1535,                0.95111,                0.97941,                  0.995,                0.70148,                 1.1497,                0.72304,                 1.0652,             0.00090785,             0.00090785,             0.00090785
                    187,                 1.5194,                0.99437,                 1.2278,                0.97643,                      1,                  0.995,                0.69656,                 1.0835,                0.67631,                 1.0545,             0.00090372,             0.00090372,             0.00090372
                    188,                  1.482,                0.98037,                 1.2278,                0.96409,                      1,                  0.995,                0.68265,                 1.1687,                0.67425,                 1.0968,              0.0008996,              0.0008996,              0.0008996
                    189,                 1.5332,                0.99816,                 1.2057,                0.96811,                      1,                  0.995,                0.65497,                 1.2597,                0.70978,                 1.1403,             0.00089547,             0.00089547,             0.00089547
                    190,                  1.397,                0.92572,                 1.1597,                 0.9719,                0.98267,                  0.995,                0.66959,                 1.2495,                0.70102,                 1.1565,             0.00089134,             0.00089134,             0.00089134
                    191,                 1.4275,                0.91333,                 1.1689,                0.86401,                0.93703,                   0.97,                 0.6636,                 1.2647,                0.78456,                 1.1497,             0.00088722,             0.00088722,             0.00088722
                    192,                 1.4183,                0.90643,                  1.151,                0.87311,                0.93019,                  0.945,                0.57322,                 1.3124,                 0.8537,                  1.156,             0.00088309,             0.00088309,             0.00088309
                    193,                 1.5544,                 0.9243,                 1.2344,                0.88566,                0.93651,                  0.945,                0.56773,                 1.3681,                0.83478,                 1.1747,             0.00087897,             0.00087897,             0.00087897
                    194,                 1.4154,                0.91802,                 1.1949,                 0.8821,                0.94008,                   0.97,                0.58515,                 1.4019,                 0.8149,                  1.193,             0.00087484,             0.00087484,             0.00087484
                    195,                 1.4353,                0.95164,                 1.2044,                0.99823,                0.93957,                  0.995,                0.62463,                 1.3223,                0.76987,                 1.1448,             0.00087072,             0.00087072,             0.00087072
                    196,                 1.4082,                0.92055,                 1.1696,                 0.9811,                0.98191,                  0.995,                0.66123,                 1.2535,                0.67956,                 1.1187,             0.00086659,             0.00086659,             0.00086659
                    197,                 1.3476,                0.94523,                 1.1901,                0.98516,                 0.9645,                  0.995,                0.65429,                 1.2057,                 0.6602,                 1.1107,             0.00086246,             0.00086246,             0.00086246
                    198,                 1.3447,                0.88924,                 1.1426,                0.88746,                0.93639,                  0.945,                0.61151,                 1.2186,                0.76711,                 1.1154,             0.00085834,             0.00085834,             0.00085834
                    199,                 1.3443,                0.89412,                 1.1528,                0.86684,                0.98492,                   0.97,                0.60709,                 1.2782,                0.75454,                 1.1243,             0.00085421,             0.00085421,             0.00085421
                    200,                 1.3111,                0.87763,                 1.1684,                 0.8824,                      1,                   0.97,                0.61065,                 1.3155,                0.74266,                 1.1331,             0.00085009,             0.00085009,             0.00085009
                    201,                 1.3944,                0.88199,                 1.1683,                0.99472,                0.99053,                  0.995,                0.63529,                 1.2655,                0.72978,                  1.115,             0.00084596,             0.00084596,             0.00084596
                    202,                 1.3969,                0.92487,                 1.1578,                0.99139,                0.99213,                  0.995,                0.62891,                 1.2372,                0.73109,                 1.1059,             0.00084184,             0.00084184,             0.00084184
                    203,                 1.4458,                0.89481,                 1.2151,                0.99148,                0.99328,                  0.995,                0.63486,                 1.1987,                0.75804,                 1.0978,             0.00083771,             0.00083771,             0.00083771
                    204,                 1.3939,                0.89005,                 1.1783,                0.92967,                0.91346,                0.93797,                0.63307,                 1.2324,                0.77437,                 1.1097,             0.00083358,             0.00083358,             0.00083358
                    205,                 1.3022,                0.90017,                  1.205,                0.92931,                0.91739,                0.93797,                0.63785,                 1.2378,                0.74852,                  1.109,             0.00082946,             0.00082946,             0.00082946
                    206,                 1.2958,                0.90653,                 1.1722,                 0.9085,                0.92857,                0.93878,                0.66143,                 1.1799,                0.76539,                 1.0861,             0.00082533,             0.00082533,             0.00082533
                    207,                 1.3724,                0.91975,                 1.1753,                0.95649,                      1,                  0.995,                 0.7184,                 1.1656,                0.74434,                 1.0847,             0.00082121,             0.00082121,             0.00082121
                    208,                 1.3686,                0.92346,                 1.1936,                0.95228,                      1,                  0.995,                0.74642,                 1.1024,                  0.683,                 1.0648,             0.00081708,             0.00081708,             0.00081708
                    209,                 1.2487,                0.84541,                 1.1527,                0.96382,                      1,                  0.995,                 0.7837,                 1.0534,                0.64954,                 1.0486,             0.00081295,             0.00081295,             0.00081295
                    210,                 1.3874,                0.87824,                   1.19,                0.98082,                      1,                  0.995,                0.71398,                 1.0939,                0.65351,                 1.0422,             0.00080883,             0.00080883,             0.00080883
                    211,                 1.3913,                0.85031,                 1.1592,                0.83859,                0.92274,                   0.97,                0.67784,                 1.1125,                0.78842,                 1.0502,              0.0008047,              0.0008047,              0.0008047
                    212,                 1.2795,                0.85604,                   1.14,                0.85767,                0.86293,                   0.97,                0.68573,                 1.0827,                 0.8914,                 1.0347,             0.00080058,             0.00080058,             0.00080058
                    213,                 1.3154,                0.83377,                 1.1422,                0.87006,                0.88515,                   0.97,                0.73014,                 1.0697,                0.82899,                  1.036,             0.00079645,             0.00079645,             0.00079645
                    214,                 1.2673,                0.83258,                 1.1343,                0.94438,                0.88894,                  0.995,                 0.7519,                 1.0527,                0.72284,                 1.0411,             0.00079233,             0.00079233,             0.00079233
                    215,                 1.2926,                0.86802,                 1.1402,                0.98328,                      1,                  0.995,                0.72598,                  1.204,                0.67964,                 1.0757,              0.0007882,              0.0007882,              0.0007882
                    216,                 1.3461,                0.88729,                 1.1563,                0.97672,                      1,                  0.995,                0.72818,                 1.2219,                0.67369,                  1.083,             0.00078407,             0.00078407,             0.00078407
                    217,                 1.3599,                  0.865,                 1.1601,                0.98234,                      1,                  0.995,                0.71862,                 1.1701,                0.66257,                 1.0706,             0.00077995,             0.00077995,             0.00077995
                    218,                 1.2586,                0.79445,                 1.1254,                0.98862,                0.97214,                  0.995,                0.69547,                 1.1719,                 0.7137,                 1.0831,             0.00077582,             0.00077582,             0.00077582
                    219,                 1.3943,                0.91441,                 1.2102,                0.99452,                0.99377,                  0.995,                0.64492,                 1.2892,                0.75942,                 1.1195,              0.0007717,              0.0007717,              0.0007717
                    220,                 1.3347,                 0.8527,                 1.1631,                0.98347,                0.99066,                  0.995,                0.64938,                  1.334,                0.71131,                  1.124,             0.00076757,             0.00076757,             0.00076757
                    221,                 1.2301,                0.80685,                  1.117,                0.98861,                0.99063,                  0.995,                0.64925,                 1.2737,                0.70801,                 1.1052,             0.00076344,             0.00076344,             0.00076344
                    222,                 1.2737,                0.85575,                  1.103,                0.99245,                0.99978,                  0.995,                0.62274,                 1.1754,                0.69546,                 1.0899,             0.00075932,             0.00075932,             0.00075932
                    223,                 1.3043,                0.78935,                 1.1388,                0.91452,                0.92857,                0.91502,                0.64273,                 1.1388,                0.72159,                 1.0621,             0.00075519,             0.00075519,             0.00075519
                    224,                 1.3192,                0.87029,                 1.1538,                0.91286,                0.92857,                0.93878,                0.67111,                 1.1394,                0.78424,                 1.0653,             0.00075107,             0.00075107,             0.00075107
                    225,                 1.3301,                0.91212,                 1.1558,                0.89308,                0.91809,                0.93878,                 0.6732,                 1.1559,                0.75971,                 1.0689,             0.00074694,             0.00074694,             0.00074694
                    226,                 1.2831,                0.82266,                 1.1264,                0.95944,                0.83583,                0.94075,                0.68062,                 1.2866,                0.73437,                 1.0957,             0.00074282,             0.00074282,             0.00074282
                    227,                 1.2997,                0.83092,                 1.1428,                 0.9674,                0.85978,                 0.9397,                0.66895,                 1.2491,                0.72327,                 1.0726,             0.00073869,             0.00073869,             0.00073869
                    228,                 1.2547,                0.80275,                 1.1307,                0.94251,                0.90603,                0.94075,                0.71653,                  1.178,                0.69147,                 1.0445,             0.00073456,             0.00073456,             0.00073456
                    229,                 1.3533,                   0.85,                 1.1488,                0.96409,                0.88707,                0.94075,                0.71992,                 1.1556,                0.68373,                 1.0402,             0.00073044,             0.00073044,             0.00073044
                    230,                 1.2966,                0.81741,                 1.1187,                0.83478,                0.92857,                0.91575,                 0.6945,                 1.1161,                 0.7002,                 1.0366,             0.00072631,             0.00072631,             0.00072631
                    231,                 1.2475,                0.81168,                 1.1527,                0.75052,                0.92857,                 0.9047,                0.66198,                 1.1953,                0.73271,                 1.0647,             0.00072219,             0.00072219,             0.00072219
                    232,                 1.3615,                0.89954,                  1.197,                 0.7281,                0.85714,                0.83762,                0.57366,                 1.2735,                0.81051,                 1.0852,             0.00071806,             0.00071806,             0.00071806
                    233,                 1.4303,                0.92398,                 1.1561,                0.72572,                0.85714,                0.87408,                0.60634,                 1.2943,                0.81178,                 1.0887,             0.00071393,             0.00071393,             0.00071393
                    234,                  1.254,                0.84851,                 1.1515,                0.91377,                0.92118,                 0.9297,                0.66466,                  1.303,                0.70886,                 1.0931,             0.00070981,             0.00070981,             0.00070981
                    235,                  1.257,                0.87649,                 1.1368,                 0.9192,                0.91679,                0.93878,                0.69154,                 1.2059,                0.65171,                 1.0724,             0.00070568,             0.00070568,             0.00070568
                    236,                 1.3188,                0.85471,                  1.155,                0.91561,                 0.9249,                0.93878,                0.70017,                 1.1373,                0.64837,                 1.0673,             0.00070156,             0.00070156,             0.00070156
                    237,                  1.336,                0.85453,                 1.1609,                0.91307,                0.92857,                0.92602,                0.67435,                 1.1861,                0.67195,                 1.0887,             0.00069743,             0.00069743,             0.00069743
                    238,                  1.312,                0.85268,                 1.1568,                0.80623,                0.85898,                0.91459,                  0.632,                 1.2496,                 0.7078,                 1.1358,             0.00069331,             0.00069331,             0.00069331
                    239,                 1.2421,                 0.8176,                 1.1511,                0.98295,                0.90935,                0.98625,                0.63197,                 1.3071,                0.71676,                 1.1355,             0.00068918,             0.00068918,             0.00068918
                    240,                 1.2949,                 0.8501,                 1.1724,                0.91321,                0.96653,                0.98625,                0.67047,                 1.2835,                0.72335,                 1.1142,             0.00068505,             0.00068505,             0.00068505
                    241,                 1.2471,                0.79216,                  1.125,                0.94974,                      1,                  0.995,                0.67996,                 1.2563,                0.70126,                 1.1024,             0.00068093,             0.00068093,             0.00068093
                    242,                 1.2656,                 0.8359,                 1.1215,                0.96386,                      1,                  0.995,                0.67977,                 1.2055,                0.73961,                 1.0849,              0.0006768,              0.0006768,              0.0006768
                    243,                 1.2792,                0.84314,                 1.1294,                0.98326,                      1,                  0.995,                0.68817,                 1.1782,                0.73183,                  1.079,             0.00067268,             0.00067268,             0.00067268
                    244,                 1.2071,                 0.7773,                  1.089,                0.95269,                0.92857,                0.93602,                0.67418,                 1.1586,                0.72614,                  1.055,             0.00066855,             0.00066855,             0.00066855
                    245,                 1.2237,                0.81368,                 1.1076,                0.94266,                0.91562,                0.93661,                0.66745,                 1.1813,                0.70571,                 1.0532,             0.00066442,             0.00066442,             0.00066442
                    246,                 1.2915,                  0.851,                  1.171,                0.94303,                0.92857,                0.93419,                0.71518,                 1.1809,                 0.6794,                 1.0439,              0.0006603,              0.0006603,              0.0006603
                    247,                  1.177,                0.80775,                 1.1291,                0.93871,                0.92857,                0.93038,                  0.667,                 1.2018,                0.68274,                 1.0515,             0.00065617,             0.00065617,             0.00065617
                    248,                 1.2292,                0.76103,                 1.0869,                0.94656,                0.92857,                0.92868,                0.66659,                 1.2225,                0.65566,                  1.061,             0.00065205,             0.00065205,             0.00065205
                    249,                  1.301,                0.77629,                 1.1553,                0.97519,                      1,                  0.995,                0.68112,                 1.2517,                   0.69,                 1.0735,             0.00064792,             0.00064792,             0.00064792
                    250,                 1.2674,                0.81017,                 1.1371,                0.97155,                      1,                  0.995,                0.63543,                 1.2937,                0.69789,                 1.1009,              0.0006438,              0.0006438,              0.0006438
                    251,                  1.276,                0.81095,                 1.1328,                0.97893,                      1,                  0.995,                0.67421,                 1.2077,                 0.6616,                 1.0773,             0.00063967,             0.00063967,             0.00063967
                    252,                 1.2751,                0.82965,                 1.1026,                0.96631,                      1,                  0.995,                0.66254,                 1.1911,                 0.6418,                 1.0706,             0.00063554,             0.00063554,             0.00063554
                    253,                 1.2667,                 0.8012,                  1.101,                0.95525,                      1,                  0.995,                0.67796,                 1.1983,                0.64051,                 1.0826,             0.00063142,             0.00063142,             0.00063142
                    254,                 1.2192,                0.85591,                 1.1467,                0.96832,                      1,                  0.995,                0.65066,                 1.3092,                 0.6471,                 1.1335,             0.00062729,             0.00062729,             0.00062729
                    255,                 1.2184,                0.80124,                  1.093,                   0.97,                      1,                  0.995,                0.62466,                  1.349,                0.74078,                 1.1261,             0.00062317,             0.00062317,             0.00062317
                    256,                 1.3017,                0.80468,                 1.1444,                0.97487,                      1,                  0.995,                0.68836,                  1.202,                0.73423,                 1.0635,             0.00061904,             0.00061904,             0.00061904
                    257,                 1.2053,                0.79566,                 1.0959,                0.98372,                      1,                  0.995,                0.76075,                 1.1211,                0.68505,                 1.0409,             0.00061491,             0.00061491,             0.00061491
                    258,                 1.2658,                0.80841,                 1.1012,                 0.9893,                      1,                  0.995,                0.76015,                 1.0868,                0.63051,                 1.0303,             0.00061079,             0.00061079,             0.00061079
                    259,                 1.2742,                0.78322,                 1.1441,                0.99127,                      1,                  0.995,                0.70206,                 1.0851,                0.65203,                 1.0304,             0.00060666,             0.00060666,             0.00060666
